Date,priceUSD,size,sentbyaddress,transactions,mining_profitability,sentinusd,transactionfees,median_transaction_fee,confirmationtime,marketcap,transactionvalue,mediantransactionvalue,tweets,google_trends,fee_to_reward,activeaddresses,top100cap
10/20/2014,382.291,337985,146919,82563,5.489,206014081,0.06,0.0382,10.511,5059685306,3903,98.252,23312,6.853,0.377,174619,20.112
10/21/2014,383.996,312109,155794,81498,6.14,169944514,0.0613,0.0384,9.412,5090686004,2719,110.221,22499,6.974,0.34,185029,20.125
10/22/2014,382.802,289465,150228,79828,5.284,218226252,0.0608,0.0383,9.057,5059980721,4112,95.456,20348,7.328,0.318,174809,20.18
10/23/2014,367.289,307948,148329,80487,5.229,215688389,0.0584,0.0367,9.536,4843161949,4917,99.814,21036,7.709,0.338,173116,20.174
10/24/2014,355.716,269613,141467,77747,4.963,168374339,0.0565,0.0356,9.057,4742233518,3232,81.493,11147,6.558,0.31,166641,20.149
10/25/2014,349.089,265762,141971,72360,5.041,157923125,0.0536,0.0349,9.29,4628367776,4379,101.109,22449,6.316,0.286,187025,20.119
10/26/2014,351.284,333148,132708,70637,4.245,119209456,0.0558,0.0351,11.52,4715554463,4352,57.09,20090,7.094,0.358,191036,20.062
10/27/2014,352.794,315184,161774,83818,5.556,174902345,0.0569,0.0353,9.057,4690766408,4469,87.341,21632,6.619,0.34,193792,20.076
10/28/2014,352.906,353722,152745,87842,4.528,160076997,0.0537,0.0353,10.435,4715923783,3428,88.081,20173,7.234,0.387,172868,20.104
10/29/2014,344.899,319515,155241,93512,5.213,195049750,0.0526,0.0345,9.29,4570099880,2922,82.042,22081,7.181,0.368,174923,20.059
10/30/2014,337.866,298610,156589,92452,4.87,167486201,0.0507,0.0338,8.471,4533464967,2637,68.448,22855,6.8,0.326,179335,20.035
10/31/2014,341.339,254139,146192,85515,4.926,186434381,0.0514,0.0341,7.66,4544026947,5113,73.043,22906,5.944,0.274,176490,20.09
11/1/2014,329.102,242654,121365,69432,4.338,128509386,0.0596,0.0329,9.057,4370096961,3265,72,30263,6.759,0.316,151649,20.044
11/2/2014,324.34,315611,156828,77015,4.272,105756186,0.0533,0.0324,9.29,4351869014,2326,51.498,21408,7.106,0.326,243996,20.052
11/3/2014,327.819,303676,153078,90182,4.94,150237385,0.0603,0.0328,8.521,4381398539,3879,68.135,26060,7.279,0.392,178386,20.028
11/4/2014,325.84,303876,149914,87455,4.408,236742659,0.0504,0.0326,8.889,4350336059,4199,82.214,20992,7.106,0.333,182562,20.054
11/5/2014,336.991,350386,151681,89322,3.637,242824601,0.0505,0.0337,10.435,4487260940,3567,94.226,20871,6.933,0.387,172677,20.154
11/6/2014,342.284,349749,155751,94142,4.897,184881193,0.0524,0.0342,9.351,4572746566,2715,75.033,24348,7.973,0.374,195913,20.207
11/7/2014,344.945,338536,141210,83807,4.275,213848513,0.0552,0.0345,9.6,4617019166,3503,78.045,24244,7.453,0.357,189064,20.155
11/8/2014,343.176,265500,116040,72564,4.519,120601210,0.051,0.0343,9.412,4589181700,2643,57.76,18964,7.106,0.282,148751,20.202
11/9/2014,349.881,315975,149310,72062,4.66,134721143,0.0731,0.035,9.6,4742345203,2603,50.591,18949,7.626,0.4,214077,20.228
11/10/2014,365.791,346564,147168,88847,4.36,238267412,0.0553,0.0366,9.796,4942146628,4047,88.934,22516,8.319,0.365,189520,20.24
11/11/2014,366.689,385734,146418,85489,4.277,188087366,0.0574,0.0367,11.163,4912081380,2967,84.328,23156,7.799,0.414,175509,20.219
11/12/2014,394.94,371490,168154,95432,5.384,318065551,0.0626,0.0395,9.796,5279831318,4562,110.466,25601,9.532,0.41,197855,20.227
11/13/2014,428.535,381040,157137,92813,5.674,609505232,0.0664,0.0429,9.931,5700987856,7575,129.617,26798,9.879,0.396,185694,20.209
11/14/2014,397.306,324405,156805,86153,5.12,274886415,0.0606,0.0397,9.351,5296080940,4361,98.349,23449,7.973,0.341,199207,20.309
11/15/2014,386.82,287975,125266,73102,4.642,214676002,0.0593,0.0387,10.286,5126248188,4202,79.429,21104,8.319,0.32,157558,20.197
11/16/2014,384.374,316471,141278,75859,5.045,207718919,0.0589,0.0384,9.6,5140217798,3637,66.374,21652,8.146,0.309,227884,20.411
11/17/2014,397.121,367633,149418,88210,4.862,249303579,0.068,0.0397,10,5306517363,3721,101.49,25728,7.973,0.418,185373,20.407
11/18/2014,381.052,324153,151107,87370,4.956,294768198,0.057,0.0381,9.351,5072081946,4215,98.598,28238,8.666,0.339,182902,20.386
11/19/2014,378.646,338527,144587,85130,4.653,221142817,0.0585,0.0379,10.213,5082245864,4141,106.462,25117,8.146,0.373,177413,20.407
11/20/2014,365.837,360622,151180,89250,4.598,290515639,0.0544,0.0366,10.435,4875289715,4266,100.254,23707,7.106,0.384,188637,20.424
11/21/2014,351.592,367251,142056,82052,4.279,372707210,0.0546,0.0352,11.339,4701683187,5729,98.152,24577,7.106,0.4,178746,20.398
11/22/2014,356.53,265553,124620,74571,4.647,192338965,0.0526,0.0357,9.351,4798246103,3746,98.791,22344,7.279,0.286,158776,20.363
11/23/2014,358.505,333582,135640,77141,4.352,129082149,0.0554,0.0359,10.141,4849202667,2776,57.972,20544,6.066,0.335,226056,20.367
11/24/2014,374.924,346778,139204,85660,4.773,211185552,0.0573,0.0375,9.796,5062643053,3474,92.883,25545,7.106,0.355,180366,20.37
11/25/2014,383.251,378491,147413,86002,4.394,288752199,0.0543,0.0383,10.909,5133498100,4269,111.827,25985,7.106,0.368,185396,20.378
11/26/2014,371.775,342002,144790,84974,4.695,239107550,0.0532,0.0372,10.511,4966968161,4588,115.202,27929,6.759,0.354,175259,20.444
11/27/2014,370.752,346144,148105,84541,4.808,199421479,0.0526,0.0371,10.213,4957494816,4309,105.041,25790,6.586,0.34,186072,20.44
11/28/2014,369.434,327967,144033,85764,4.534,400268105,0.0503,0.0369,9.73,4952712100,5738,123.088,24830,6.933,0.315,185838,20.736
11/29/2014,378.702,273576,127058,78941,5.009,257320829,0.0532,0.0379,9.172,5092749163,4660,110.686,26555,6.239,0.282,164845,20.767
11/30/2014,377.846,361350,154304,84853,4.78,263893636,0.057,0.0378,9,5062172471,4394,87.469,20117,6.759,0.319,254565,20.764
12/1/2014,379.647,415290,146853,97493,4.115,321548853,0.0542,0.038,11.077,5110900253,5058,116.662,26508,7.799,0.427,191207,20.945
12/2/2014,381.317,391286,176246,99269,5.17,405109665,0.0545,0.0381,9.6,5118087676,5236,151.028,32744,7.626,0.378,215283,21.027
12/3/2014,378.7,473946,160561,99232,4.5,355661963,0.0521,0.0379,12.414,5049865051,4576,115.03,24990,7.626,0.469,202825,21.062
12/4/2014,374.17,378607,157158,98202,4.937,331580391,0.0565,0.0374,9.863,4978404395,4017,110.133,26370,6.759,0.405,187991,21.086
12/5/2014,372.933,323942,152344,90744,4.916,315484681,0.0509,0.0373,9.231,4968035300,4665,110.759,25043,6.586,0.317,199324,21.46
12/6/2014,374.938,326600,126158,81093,4.271,190863354,0.0517,0.0375,10.511,5003511780,2818,94.152,21503,5.893,0.326,168914,21.788
12/7/2014,375.025,350749,140090,74666,4.555,222450785,0.0548,0.0375,11.429,5008909308,4149,91.183,21983,7.453,0.346,240167,21.809
12/8/2014,368.947,352083,161385,90583,5.328,543246473,0.0643,0.0369,8.834,4903520301,6583,123.469,24899,7.279,0.386,213295,21.747
12/9/2014,352.726,358951,154381,90078,4.422,318424587,0.0493,0.0353,10.141,4694562383,4415,127.325,27224,7.453,0.354,194736,21.711
12/10/2014,349.289,348238,156047,88655,3.939,312884454,0.0493,0.0349,10.07,4669960480,5126,137.045,25421,7.626,0.349,197999,21.685
12/11/2014,351.872,327268,148180,83857,4.813,243855782,0.0502,0.0352,9.73,4702507612,3454,118.51,32162,10.399,0.323,187105,21.644
12/12/2014,350.835,333135,149739,81156,4.162,212382092,0.05,0.0351,10.213,4691062468,4156,101.057,25383,9.359,0.328,176628,21.636
12/13/2014,347.5,284285,129464,76061,4.464,211332281,0.0474,0.0347,9.863,4662364315,3159,102.733,26584,7.453,0.284,161380,21.578
12/14/2014,348.199,367627,161187,79562,4.434,186216168,0.0528,0.0348,10.213,4639285573,2645,79.601,23579,7.799,0.342,248869,21.565
12/15/2014,347.166,410596,163741,94318,4.218,259884046,0.0521,0.0347,10.213,4610400716,3245,111.27,26094,7.626,0.4,220231,21.561
12/16/2014,335.169,433816,184101,100921,4.475,280200515,0.0499,0.0335,10.07,4451694391,3292,125.097,27622,8.666,0.419,219432,21.564
12/17/2014,323.149,461734,178769,98316,3.866,309378307,0.0499,0.0323,11.25,4336129834,3659,109.78,28350,8.319,0.473,208635,21.56
12/18/2014,312.662,426875,163576,95078,3.858,314900378,0.0452,0.0313,11.163,4234265225,3816,149.413,26969,8.146,0.425,212216,21.525
12/19/2014,312.341,398420,149092,95268,4.35,246170372,0.0487,0.0312,10.511,4242881959,2985,151.676,23574,7.626,0.433,182179,21.451
12/20/2014,324.713,384061,163428,86767,3.903,203454439,0.0454,0.0325,10.746,4399373211,2658,139.012,23524,7.626,0.362,230322,21.455
12/21/2014,323.943,352472,139798,78831,3.948,164015202,0.0466,0.0324,10.909,4348168443,3849,83.508,21411,8.146,0.343,211733,21.44
12/22/2014,328.083,352415,173216,96347,5.068,275010179,0.0477,0.0328,8.78,4434643841,3408,136.497,23172,7.626,0.341,220334,20.901
12/23/2014,332.744,391652,167450,99319,3.94,309981906,0.0474,0.0333,9.6,4491396123,4105,128.905,25504,7.626,0.377,214939,20.874
12/24/2014,329.188,291092,133012,82194,4.224,213884955,0.0445,0.0329,9.412,4438611693,3305,105.418,24192,6.586,0.29,170655,21.215
12/25/2014,319.032,235268,109799,67760,3.906,197264031,0.0439,0.0319,9.114,4330167226,4091,99.721,21216,6.933,0.236,148756,21.23
12/26/2014,323.135,274839,126447,76046,4.278,177244512,0.082,0.0323,9.474,4388136839,3012,123.875,21728,8.493,0.506,163577,21.231
12/27/2014,318.737,290886,130695,76662,3.861,184315724,0.0714,0.0319,9.474,4308984821,2706,118.706,21543,17.332,0.451,190312,21.276
12/28/2014,315.441,279938,144477,75546,4.283,200630788,0.0513,0.0315,8.521,4266469446,2904,87.502,18427,7.279,0.291,244320,21.277
12/29/2014,314.822,284084,135586,83283,3.904,226685673,0.0546,0.0315,8.78,4267535667,3070,105.41,19605,6.933,0.352,168488,21.185
12/30/2014,311.944,301133,144680,84894,4.006,275518820,0.051,0.0312,9.29,4236520979,4042,139.882,19477,6.759,0.357,182178,21.227
12/31/2014,312.724,269665,122759,77259,3.704,258858043,0.0461,0.0313,9.474,4241986269,3819,122.32,20017,6.933,0.299,158184,21.205
1/1/2015,315.626,187402,93422,59179,4.049,129854868,0.043,0.0316,8.727,4287908436,2500,78.474,18681,6.703,0.195,114998,21.241
1/2/2015,314.346,265055,135337,79122,3.938,212156964,0.047,0.0314,8.727,4272408724,2878,124.895,9385,7.625,0.286,184462,21.197
1/3/2015,303.591,295066,143066,82065,3.695,235281521,0.0436,0.0304,8.889,4078335542,3052,97.849,0,7.736,0.291,216194,21.127
1/4/2015,274.82,282161,142557,85522,3.586,271649082,0.0699,0.0275,8.372,3762088010,3646,103.775,7300,9.266,0.504,209509,21.157
1/5/2015,272.076,360878,161359,95429,3.18,283038295,0.0459,0.0272,9.231,3705752688,3222,90.598,23092,9.439,0.412,208147,21.155
1/6/2015,276.104,314084,149094,87663,3.453,292255946,0.0405,0.0276,9.114,3774481974,3703,100.741,25041,10.401,0.325,181346,21.156
1/7/2015,287.178,342723,145664,89776,3.249,328735712,0.0409,0.0287,10.286,3957203557,4034,114.695,26987,8.122,0.364,177697,21.061
1/8/2015,287.542,390694,162448,106985,3.81,380135094,0.0437,0.0288,9.796,3924471165,3962,107.161,22546,7.562,0.442,198543,20.964
1/9/2015,283.794,406274,159304,102135,3.261,298048249,0.0422,0.0284,10.286,3881136194,3531,104.283,30439,8.595,0.433,208936,20.922
1/10/2015,280.21,398310,165346,104727,3.567,244697771,0.0408,0.028,9.796,3774764281,2539,113.682,22162,7.949,0.414,245418,20.885
1/11/2015,273.146,333239,143745,90475,3.563,313330186,0.0409,0.0273,9.29,3679781350,3671,67.85,20760,6.876,0.349,223733,20.911
1/12/2015,269.036,388338,152760,98827,3.011,257582410,0.0897,0.0269,10.141,3643000784,2814,64.236,24861,7.16,0.921,185470,20.915
1/13/2015,239.441,473566,177766,102182,2.807,396182478,0.0363,0.0239,11.339,3252802391,4121,109.132,30086,9.383,0.487,225670,20.995
1/14/2015,197.577,420424,176128,104620,2.293,439178499,0.0288,0.0198,9.931,2655832477,4449,100.75,35414,13.69,0.419,225148,20.995
1/15/2015,205.937,422623,189764,120239,2.515,511062279,0.0295,0.0206,9.536,2775084401,4333,118.491,26417,12.017,0.455,233935,20.959
1/16/2015,211.756,394092,168827,104560,2.254,330246817,0.0296,0.0212,10.36,2847628951,3875,111.052,26448,9.983,0.419,212353,20.963
1/17/2015,200.604,390993,179369,90361,2.331,213977797,0.0296,0.0201,10.435,2735406032,2485,77.238,19187,8.437,0.386,251157,20.952
1/18/2015,205.929,320738,149221,83033,2.466,188491537,0.0344,0.0206,9.412,2816610797,2426,67.6,24812,7.633,0.362,224733,20.956
1/19/2015,211.824,402693,166356,98341,2.216,197147953,0.0309,0.0212,10,2874518617,2149,76.733,27548,7.191,0.398,218577,20.961
1/20/2015,210.64,450136,159415,98807,2.278,283442771,0.0306,0.0211,12.203,2864037000,3045,76.932,26982,7.42,0.485,198469,20.953
1/21/2015,214.636,354071,159612,96810,2.824,285686626,0.0297,0.0215,9.664,2933439908,3190,73.247,24660,8.122,0.359,203888,21.369
1/22/2015,232.311,396432,156944,93563,2.342,262269539,0.0333,0.0232,10.667,3134351199,3093,88.082,25882,8.193,0.396,200098,21.407
1/23/2015,229.752,390335,146063,91887,2.546,217567723,0.0342,0.023,11.613,3108729620,2533,78.988,24058,7.365,0.44,187750,21.385
1/24/2015,237.146,372257,130398,83431,2.805,177146103,0.0328,0.0237,11.429,3212403738,3396,65.626,32718,7.42,0.366,183388,21.35
1/25/2015,248.51,457507,177915,86433,2.794,219821643,0.0383,0.0249,11.52,3363456347,2702,50.787,21312,7.12,0.425,288554,21.363
1/26/2015,281.323,491373,172932,108054,3.264,551380791,0.0417,0.0281,11.339,3761189379,5443,97.951,33929,10.629,0.503,233561,21.114
1/27/2015,261.244,384604,171248,99244,3.302,283789031,0.0369,0.0261,9.664,3475148472,2986,77.204,26135,9.139,0.376,220332,21.154
1/28/2015,252.788,273552,125251,85068,3.261,167232333,0.0344,0.0253,8.78,3316019670,2721,75.39,27422,8.351,0.282,176113,21.102
1/29/2015,232.4,282263,141590,90715,2.818,198110448,0.0313,0.0232,8.78,3086924249,2424,79.12,25184,8.564,0.298,187231,21.039
1/30/2015,232.471,312664,127447,81061,2.533,180294705,0.0322,0.0232,10.435,3113572364,2500,95.57,22919,7.578,0.325,167417,21.061
1/31/2015,227.909,314776,168547,86146,3.133,157734829,0.0331,0.0228,8.675,3064178992,2062,59.035,18146,6.545,0.301,252029,21.003
2/1/2015,218.482,300375,147822,78839,2.415,152514560,0.0311,0.0218,9.29,2964631958,2069,60.332,19445,7.53,0.289,223386,20.947
2/2/2015,226.795,308345,149103,85828,2.954,179640320,0.0329,0.0227,9.057,3068438562,2578,88.732,24761,6.677,0.313,190042,20.933
2/3/2015,236.83,403982,167778,91666,2.534,283553978,0.0338,0.0237,11.339,3193042085,3288,100.783,33419,7.103,0.411,208174,20.931
2/4/2015,225.308,310990,163051,90655,2.92,253667585,0.0313,0.0225,9.057,3065757086,2983,78.365,22995,6.961,0.316,200994,20.926
2/5/2015,222.448,298004,147816,86408,2.879,246281342,0.0311,0.0222,9.057,3037123088,3225,74.179,28935,7.814,0.304,188459,20.94
2/6/2015,219.936,260826,153349,85528,2.794,172827120,0.0301,0.022,8.136,3004046624,2397,80.97,23289,7.53,0.264,187787,20.925
2/7/2015,225.863,284863,131116,85540,2.59,130132193,0.0311,0.0226,9.057,3072298807,1637,47.375,19540,8.524,0.296,169002,20.904
2/8/2015,224.9,406572,167688,82547,2.556,128117635,0.032,0.0225,10.909,3069732762,1722,39.939,20792,8.382,0.355,265343,20.927
2/9/2015,220.946,366168,156526,104597,2.818,166981560,0.0314,0.0221,8.944,3020658795,1889,43.684,24642,8.382,0.369,198547,20.891
2/10/2015,218.176,397470,160388,102831,2.308,159581622,0.0304,0.0218,10,2995936258,1766,54.262,24331,8.098,0.397,203572,20.885
2/11/2015,220.585,347730,159522,96890,2.638,168054851,0.0328,0.0221,9.114,3012522905,2008,54.6,39339,7.53,0.364,197726,20.893
2/12/2015,219.338,421276,159009,87308,2.105,142164322,0.0315,0.0219,12.101,2994629242,1847,71.939,25742,7.388,0.421,206455,20.873
2/13/2015,231.691,501160,210337,113514,2.888,213327107,0.0356,0.0232,9.863,3164812966,2147,50.671,27697,7.103,0.476,262527,20.888
2/14/2015,246.158,415948,164268,98613,2.863,150700482,0.0375,0.0246,9,3364875938,1770,37.242,19041,6.819,0.375,238325,20.927
2/15/2015,250.235,468765,197774,85127,2.844,165454855,0.0406,0.025,10.286,3431278474,2147,44.651,21846,7.103,0.394,320682,20.957
2/16/2015,234.532,414871,174468,104475,2.674,145162702,0.0345,0.0235,9.172,3212312858,1626,46.414,24782,7.245,0.391,232161,20.945
2/17/2015,238.71,445600,181573,102839,2.603,164108460,0.0371,0.0239,9.664,3271420621,1837,56.116,24354,7.245,0.427,239272,20.948
2/18/2015,239.529,360977,168694,105552,2.896,178203062,0.034,0.024,8.623,3248181763,1958,52.384,22628,7.814,0.358,217076,20.967
2/19/2015,237.832,315845,149795,94386,2.625,142242747,0.0342,0.0238,8.675,3247057775,1788,51.351,24979,7.814,0.327,184558,20.957
2/20/2015,242.991,382467,160859,98556,2.651,169893535,0.0372,0.0243,9.114,3285974858,1907,50.815,29514,11.508,0.382,215262,20.883
2/21/2015,244.115,401430,175643,87685,2.764,130850822,0.036,0.0244,10.141,3289971463,1694,47.491,20543,6.961,0.364,247862,20.874
2/22/2015,241.202,356192,152214,84791,2.795,100593613,0.0352,0.0241,9.536,3242758080,1301,39.64,20579,7.672,0.327,233857,20.873
2/23/2015,236.119,404640,169237,101373,2.467,169973141,0.0338,0.0236,10.141,3183857636,1878,49.23,23428,6.961,0.408,217374,20.883
2/24/2015,238.067,435553,164780,104996,2.48,152841888,0.0327,0.0238,11.163,3204929102,1632,67.575,24385,6.677,0.445,202944,20.864
2/25/2015,237.006,355713,163290,105235,2.787,172702298,0.0343,0.0237,9.057,3204817484,1816,57.774,24137,6.677,0.382,197578,20.89
2/26/2015,235.973,363955,161352,100667,2.494,254401531,0.033,0.0236,9.6,3195794449,2638,52.704,26283,6.535,0.375,195126,20.883
2/27/2015,250.348,375526,165277,101322,2.672,355820188,0.0356,0.025,9.474,3408271424,3649,66.544,30545,6.961,0.378,212728,20.893
2/28/2015,252.709,442024,177143,89490,2.654,138846445,0.0381,0.0253,10.141,3429013936,1728,47.321,20811,6.535,0.379,257135,20.878
3/1/2015,251.478,394651,158849,88588,2.596,302898873,0.0397,0.0251,10.286,3416303515,3613,43.775,18895,6.961,0.398,242022,20.869
3/2/2015,262.486,408464,177855,104779,3.129,474379907,0.0386,0.0262,9.114,3574502308,4817,70.813,23297,7.672,0.389,247908,20.928
3/3/2015,275.364,406256,183413,110823,2.946,273582143,0.0389,0.0275,9.114,3730011037,2704,80.431,25764,8.098,0.395,227726,20.887
3/4/2015,278.934,401626,164846,98389,2.726,218221844,0.0412,0.0279,10.286,3815689680,2506,72.136,25007,8.24,0.414,212540,21.009
3/5/2015,270.497,476817,176323,100983,2.989,254245311,0.0399,0.027,10.909,3709051959,3016,69.176,24174,7.956,0.45,217668,20.905
3/6/2015,272.846,391597,157663,93721,2.986,196051262,0.0488,0.0273,9.73,3743490367,2367,67.324,22774,8.808,0.452,199743,20.964
3/7/2015,273.282,387418,159244,91365,2.92,246481150,0.0391,0.0273,10.286,3770745353,3383,38.554,19322,9.092,0.373,221589,20.826
3/8/2015,275.227,351826,147670,87371,3.052,578569184,0.0416,0.0275,9.231,3787174820,7081,40.197,19396,7.956,0.338,240101,20.207
3/9/2015,281.962,446131,168692,105392,2.915,284186696,0.0421,0.0282,10,3905545346,3057,63.57,23937,7.814,0.435,221696,20.142
3/10/2015,293.828,400425,171585,105389,3.355,297224719,0.0428,0.0294,9.474,4037467862,3101,73.259,28378,8.098,0.403,213590,20.11
3/11/2015,293.97,407237,167407,100611,2.936,233195097,0.0448,0.0294,9.351,4046540196,2593,62.673,25733,8.098,0.397,212937,20.153
3/12/2015,294.297,461758,160152,96964,2.948,240601941,0.0425,0.0294,10.992,4060711236,3205,74.505,24527,7.814,0.426,218708,20.07
3/13/2015,291.01,373266,160382,95890,3.252,237022067,0.0416,0.0291,9.863,4009443994,2860,63.334,25574,7.672,0.375,213190,20.074
3/14/2015,283.365,394078,163265,89380,2.828,210481203,0.0392,0.0283,10.992,3874168653,2569,48.716,21952,7.388,0.376,227452,20.062
3/15/2015,283.896,350185,146141,84791,3.11,148643370,0.0401,0.0284,10.07,3882361636,1896,40.543,24161,7.388,0.334,224994,20.066
3/16/2015,290.818,430378,168697,105079,3.035,247299999,0.0419,0.0291,10.36,4010403902,2572,67.073,24071,7.245,0.434,233048,20.079
3/17/2015,288.825,411409,154525,99433,2.886,200746354,0.041,0.0289,11.25,3976505646,2262,68.281,36584,7.245,0.439,199924,20.08
3/18/2015,273.617,377539,153327,99454,3.164,389867438,0.0417,0.0274,9.412,3711914210,4081,66.551,24807,7.388,0.395,208171,20.061
3/19/2015,257.124,457056,156861,106160,2.569,251845828,0.0399,0.0257,10.511,3532769354,2703,50.467,31393,7.53,0.48,233476,20.052
3/20/2015,260.716,409902,157817,103200,2.738,193127530,0.0406,0.0261,10.667,3580986127,2053,51.893,26773,7.103,0.472,208275,20.086
